Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate,lag1_coeff,lag2_coeff,lag3_coeff
52,Israel,1,0,1,2,2004,4,0,1828,0.0021881838074398,0.1299735674390288,0.0004732473582725,0.0856536644549932
54,Cameroon,1,0,0,1,2004,3,0,1828,0.0016411378555798,0.2906221822213744,-0.144000571,-0.108229423
54,Dominican Republic,1,0,0,1,2004,3,0,1828,0.0016411378555798,-0.001958229,0.0244336109896024,0.0942347767941562
54,United Arab Emirates,1,0,0,1,2004,3,0,1828,0.0016411378555798,0.0,0.0,0.0
57,North Korea,0,4,1,5,2004,9,0,1828,0.0049234135667396,0.1003192821811706,-0.077190182,0.0701035846888015
58,Latvia,0,4,0,4,2004,8,0,1828,0.0043763676148796,0.0795054125886066,-0.054190134,0.066111305588507
59,Mexico,0,3,1,4,2004,7,0,1828,0.0038293216630196,-0.036453767,-0.033701709,-0.026782985
60,Portugal,0,2,1,3,2004,5,0,1828,0.0027352297592997,0.0502517307220905,0.0062580577956718,0.0442410827754413
61,Finland,0,2,0,2,2004,4,0,1828,0.0021881838074398,0.0687637573636961,0.0453412694394228,-0.030496104
61,Serbia and Montenegro,0,2,0,2,2004,4,0,1828,0.0021881838074398,0.0,0.0,0.0
63,Slovenia,0,1,3,4,2004,5,0,1828,0.0027352297592997,-0.024357192,0.0722823555021518,0.0826776687515192
64,Estonia,0,1,2,3,2004,4,0,1828,0.0021881838074398,0.0880598816225788,-0.056791081,0.029837845459897
65,Hong Kong,0,1,0,1,2004,2,0,1828,0.0010940919037199,0.0274543972354062,0.1135252103022514,0.1865581838920528
65,India,0,1,0,1,2004,2,0,1828,0.0010940919037199,0.0354053868167537,0.0374176492799498,0.0175643905294755
65,Paraguay,0,1,0,1,2004,2,0,1828,0.0010940919037199,0.0,0.0,0.0
68,Colombia,0,0,2,2,2004,2,0,1828,0.0010940919037199,0.1484936336468682,-0.135378614,0.1076244483216264
68,Nigeria,0,0,2,2,2004,2,0,1828,0.0010940919037199,0.0588066290734749,0.0090844331932762,0.0141666385594043
68,Venezuela,0,0,2,2,2004,2,0,1828,0.0010940919037199,0.0982120652382588,-0.009936818,0.018882609597689
71,Eritrea,0,0,1,1,2004,1,0,1828,0.0005470459518599,0.0,0.0,0.0
71,Mongolia,0,0,1,1,2004,1,0,1828,0.0005470459518599,0.0356543206119922,0.0040909768986558,0.038058462930323
71,Syria,0,0,1,1,2004,1,0,1828,0.0005470459518599,0.0,0.0,0.0
71,Trinidad and Tobago,0,0,1,1,2004,1,0,1828,0.0005470459518599,0.0485508378565269,-0.0326002,0.0571114635394481
1,China,48,22,30,100,2008,218,1,1865,0.1168900804289544,0.0349212185750656,-0.010283681,0.0244934903795986
2,United States,36,39,37,112,2008,223,0,1865,0.1195710455764075,-0.018635704,-0.009878765,-0.005536997
3,Russia,24,13,23,60,2008,121,0,1865,0.0648793565683646,0.0185848998614509,0.0159157975272426,0.0385310585231525
4,Great Britain,19,13,19,51,2008,102,0,1865,0.0546916890080428,-0.06192036,-0.031880806,-0.009741821
5,Germany,16,11,14,41,2008,84,0,1865,0.0450402144772117,0.0037464236304567,0.054508500406284,0.0294116358445334
6,Australia,14,15,17,46,2008,89,0,1865,0.0477211796246648,0.0593783761803394,0.0105979239956092,-0.017491077
7,South Korea,13,11,8,32,2008,69,0,1865,0.0369973190348525,0.1299539397074564,-0.096731247,0.0460938076451412
8,Japan,9,8,8,25,2008,51,0,1865,0.0273458445040214,0.0308954330278842,0.0076793706983338,-0.020519968
9,Italy,8,9,10,27,2008,52,0,1865,0.027882037533512,-0.028464728,0.000580383620461,0.0517707547535864
10,France,7,16,20,43,2008,73,0,1865,0.039142091152815,-0.007371037,-0.005794931,-0.00930495
11,Netherlands,7,5,4,16,2008,35,0,1865,0.0187667560321715,0.0326027226637719,0.0182504912085674,-0.013945041
12,Ukraine,7,4,11,22,2008,40,0,1865,0.0214477211796246,0.1055313528667747,-0.081151223,0.0556947848215754
13,Kenya,6,4,6,16,2008,32,0,1865,0.0171581769436997,-0.020869328,-0.005983973,0.0143254487759907
14,Spain,5,11,3,19,2008,40,0,1865,0.0214477211796246,0.0523829915644519,-0.003431032,0.0516043365955357
15,Jamaica,5,4,2,11,2008,25,0,1865,0.0134048257372654,0.0855338332575038,-0.021296139,0.0019865870098395
16,Poland,4,5,2,11,2008,24,0,1865,0.0128686327077747,0.0960781072930106,-0.033445012,0.0298788401460767
17,Ethiopia,4,2,1,7,2008,17,0,1865,0.0091152815013404,0.0501833073817357,0.0377994327773924,0.0065221512437059
18,Romania,4,1,4,9,2008,18,0,1865,0.0096514745308311,0.1381380069280918,-0.032482878,-0.008737718
19,Cuba,3,10,17,30,2008,46,0,1865,0.0246648793565683,0.1150892571363936,-0.012649172,-0.039939664
20,Canada,3,9,8,20,2008,35,0,1865,0.0187667560321715,0.0147731501056603,-0.004054787,0.0028425278416601
21,Hungary,3,5,2,10,2008,21,0,1865,0.0112600536193029,0.081822948682144,-0.015298107,0.0298869241525155
22,Norway,3,5,1,9,2008,20,0,1865,0.0107238605898123,0.0736612564982121,0.0268687394913607,-0.030603601
23,Brazil,3,4,10,17,2008,27,0,1865,0.0144772117962466,0.0474667852272042,0.0131828339023468,0.0570026670928254
24,Belarus,3,4,7,14,2008,24,0,1865,0.0128686327077747,0.0961927242703584,0.0495922073693768,-0.054547977
25,Czech Republic,3,3,1,7,2008,16,0,1865,0.0085790884718498,-0.003407146,0.0993248221971498,0.0032549006544948
26,Slovakia,3,3,0,6,2008,15,0,1865,0.0080428954423592,0.0236150185204219,0.0284172266877504,0.0233445988852465
27,New Zealand,3,2,4,9,2008,17,0,1865,0.0091152815013404,0.0991513404046973,-0.003886849,0.0097812651250406
28,Georgia,3,2,2,7,2008,15,0,1865,0.0080428954423592,0.0827749923119967,0.0030194783867324,0.0262135489999911
29,Kazakhstan,2,3,4,9,2008,16,0,1865,0.0085790884718498,-0.038340672,-0.170647365,-0.023989539
30,Denmark,2,2,3,7,2008,13,0,1865,0.006970509383378,0.11215174873682,-0.059377711,0.0395365798657709
31,North Korea,2,2,2,6,2008,12,0,1865,0.0064343163538873,0.1003192821811706,-0.077190182,0.0701035846888015
31,Thailand,2,2,2,6,2008,12,0,1865,0.0064343163538873,0.0754294831511271,0.0112659804556027,-0.044224613
33,Mongolia,2,2,0,4,2008,10,0,1865,0.0053619302949061,0.0356543206119922,0.0040909768986558,0.038058462930323
34,Switzerland,2,1,4,7,2008,12,0,1865,0.0064343163538873,0.0645047778662797,-0.042643872,0.0670263595359131
35,Argentina,2,0,4,6,2008,10,0,1865,0.0053619302949061,0.0377932089641432,-0.009101754,0.0501999133209208
36,Mexico,2,0,2,4,2008,8,0,1865,0.0042895442359249,-0.036453767,-0.033701709,-0.026782985
37,Belgium,2,0,0,2,2008,6,0,1865,0.0032171581769436,0.0999535450525768,-0.072116842,0.0394756734574606
38,Zimbabwe,1,3,0,4,2008,9,0,1865,0.0048257372654155,0.0,0.0,0.0
39,Slovenia,1,2,2,5,2008,9,0,1865,0.0048257372654155,-0.024357192,0.0722823555021518,0.0826776687515192
40,Azerbaijan,1,1,4,6,2008,9,0,1865,0.0048257372654155,0.0028537731498121,-0.170842115,0.2950248249394128
40,Indonesia,1,1,4,6,2008,9,0,1865,0.0048257372654155,0.0325525821731489,0.0679903256525186,-0.011363667
42,Bulgaria,1,1,3,5,2008,8,0,1865,0.0042895442359249,0.0933639052482865,0.0060403658726689,-0.012116691
42,Turkey,1,1,3,5,2008,8,0,1865,0.0042895442359249,0.0348245838511438,0.0071872141261822,0.0390670382651637
44,Chinese Taipei,1,1,2,4,2008,7,0,1865,0.0037533512064343,0.0799537392253963,-0.067888814,0.1200063996829422
44,Finland,1,1,2,4,2008,7,0,1865,0.0037533512064343,0.0687637573636961,0.0453412694394228,-0.030496104
46,Latvia,1,1,1,3,2008,6,0,1865,0.0032171581769436,0.0795054125886066,-0.054190134,0.066111305588507
47,Dominican Republic,1,1,0,2,2008,5,0,1865,0.002680965147453,-0.001958229,0.0244336109896024,0.0942347767941562
47,Estonia,1,1,0,2,2008,5,0,1865,0.002680965147453,0.0880598816225788,-0.056791081,0.029837845459897
47,Portugal,1,1,0,2,2008,5,0,1865,0.002680965147453,0.0502517307220905,0.0062580577956718,0.0442410827754413
47,Trinidad and Tobago,1,1,0,2,2008,5,0,1865,0.002680965147453,0.0485508378565269,-0.0326002,0.0571114635394481
51,India,1,0,2,3,2008,5,0,1865,0.002680965147453,0.0354053868167537,0.0374176492799498,0.0175643905294755
52,Iran,1,0,1,2,2008,4,0,1865,0.0021447721179624,0.0238295166639712,0.0229610738475428,0.0439875021982788
53,Cameroon,1,0,0,1,2008,3,0,1865,0.0016085790884718,0.2906221822213744,-0.144000571,-0.108229423
53,Panama,1,0,0,1,2008,3,0,1865,0.0016085790884718,0.0,0.0,0.0
53,Tunisia,1,0,0,1,2008,3,0,1865,0.0016085790884718,0.0654829717458007,-0.022690087,0.0501545173104222
56,Sweden,0,4,1,5,2008,9,0,1865,0.0048257372654155,0.0678301712724681,-0.015719948,0.0220085393768702
57,Lithuania,0,3,2,5,2008,8,0,1865,0.0042895442359249,0.0669766287272552,0.0052196483707915,0.0155849666549311
57,Nigeria,0,3,2,5,2008,8,0,1865,0.0042895442359249,0.0588066290734749,0.0090844331932762,0.0141666385594043
59,Croatia,0,2,3,5,2008,7,0,1865,0.0037533512064343,0.0534783003042977,-0.06571429,0.1750682572591144
60,Colombia,0,2,1,3,2008,5,0,1865,0.002680965147453,0.1484936336468682,-0.135378614,0.1076244483216264
60,Greece,0,2,1,3,2008,5,0,1865,0.002680965147453,0.064844238365524,-0.031648542,-0.000569784
62,Armenia,0,1,4,5,2008,6,0,1865,0.0032171581769436,0.1132858890106865,0.0593082124242049,-0.098302284
63,Uzbekistan,0,1,3,4,2008,5,0,1865,0.002680965147453,0.0029466549259328,0.0885854596506894,0.0959767115380872
64,Austria,0,1,2,3,2008,4,0,1865,0.0021447721179624,0.1426373113008584,-0.072329556,0.0240571260583699
64,Ireland,0,1,2,3,2008,4,0,1865,0.0021447721179624,0.0043770977096089,0.0492732399711982,0.0361240253097746
64,Kyrgyzstan,0,1,2,3,2008,4,0,1865,0.0021447721179624,0.0,0.0,0.0
64,Serbia,0,1,2,3,2008,4,0,1865,0.0021447721179624,0.0980461061497171,-0.019366898,0.0025679770717682
68,Algeria,0,1,1,2,2008,3,0,1865,0.0016085790884718,0.105674162807873,-0.062907429,0.0465656448550214
68,Bahamas,0,1,1,2,2008,3,0,1865,0.0016085790884718,0.0588599123419141,-0.010917959,0.0616733057440297
68,Morocco,0,1,1,2,2008,3,0,1865,0.0016085790884718,0.0572735364001462,-0.004840799,0.0265370076612803
68,Tajikistan,0,1,1,2,2008,3,0,1865,0.0016085790884718,0.0,0.0,0.0
72,Chile,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0061582518953526,-0.003767427,0.0468435264192354
72,Ecuador,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0,0.0,0.0
72,Iceland,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0,0.0,0.0
72,Malaysia,0,1,0,1,2008,2,0,1865,0.0010723860589812,-0.013200238,-0.073822421,0.3160609266471389
72,Samoa,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0,0.0,0.0
72,Singapore,0,1,0,1,2008,2,0,1865,0.0010723860589812,-0.029312439,0.0052517274344294,0.0842469383657985
72,South Africa,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0097076475034568,-0.014002044,0.0208371289553415
72,Sudan,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0,0.0,0.0
72,Vietnam,0,1,0,1,2008,2,0,1865,0.0010723860589812,0.0,0.0,0.0
81,Egypt,0,0,2,2,2008,2,0,1865,0.0010723860589812,-0.011362303,0.0170307797201968,-0.019578094
82,Afghanistan,0,0,1,1,2008,1,0,1865,0.0005361930294906,0.0,0.0,0.0
82,Israel,0,0,1,1,2008,1,0,1865,0.0005361930294906,0.1299735674390288,0.0004732473582725,0.0856536644549932
82,Mauritius,0,0,1,1,2008,1,0,1865,0.0005361930294906,0.0,0.0,0.0
82,Moldova,0,0,1,1,2008,1,0,1865,0.0005361930294906,0.0564541662941908,-0.21467388,0.2043060991000954
82,Togo,0,0,1,1,2008,1,0,1865,0.0005361930294906,0.0,0.0,0.0
82,Venezuela,0,0,1,1,2008,1,0,1865,0.0005361930294906,0.0982120652382588,-0.009936818,0.018882609597689
1,United States,48,26,30,104,2012,226,0,1871,0.1207910208444682,-0.018635704,-0.009878765,-0.005536997
2,China,39,31,22,92,2012,201,0,1871,0.1074291822554783,0.0349212185750656,-0.010283681,0.0244934903795986
3,Great Britain,29,18,18,65,2012,141,1,1871,0.0753607696419027,-0.06192036,-0.031880806,-0.009741821
4,Russia,18,21,26,65,2012,122,0,1871,0.0652057723142704,0.0185848998614509,0.0159157975272426,0.0385310585231525
5,South Korea,13,9,9,31,2012,66,0,1871,0.0352752538749331,0.1299539397074564,-0.096731247,0.0460938076451412
6,Germany,11,20,13,44,2012,86,0,1871,0.045964724746125,0.0037464236304567,0.054508500406284,0.0294116358445334
7,France,11,11,13,35,2012,68,0,1871,0.0363442009620523,-0.007371037,-0.005794931,-0.00930495
8,Australia,8,15,12,35,2012,66,0,1871,0.0352752538749331,0.0593783761803394,0.0105979239956092,-0.017491077
9,Italy,8,9,11,28,2012,53,0,1871,0.0283270978086584,-0.028464728,0.000580383620461,0.0517707547535864
10,Hungary,8,4,6,18,2012,38,0,1871,0.0203099946552645,0.081822948682144,-0.015298107,0.0298869241525155
11,Japan,7,14,17,38,2012,66,0,1871,0.0352752538749331,0.0308954330278842,0.0076793706983338,-0.020519968
12,Iran,7,5,1,13,2012,32,0,1871,0.017103153393907,0.0238295166639712,0.0229610738475428,0.0439875021982788
13,Netherlands,6,6,8,20,2012,38,0,1871,0.0203099946552645,0.0326027226637719,0.0182504912085674,-0.013945041
14,New Zealand,6,2,5,13,2012,27,0,1871,0.014430785676109,0.0991513404046973,-0.003886849,0.0097812651250406
15,Ukraine,5,4,10,19,2012,33,0,1871,0.0176376269374665,0.1055313528667747,-0.081151223,0.0556947848215754
16,Cuba,5,3,7,15,2012,28,0,1871,0.0149652592196686,0.1150892571363936,-0.012649172,-0.039939664
17,Spain,4,10,6,20,2012,38,0,1871,0.0203099946552645,0.0523829915644519,-0.003431032,0.0516043365955357
18,Jamaica,4,5,4,13,2012,26,0,1871,0.0138963121325494,0.0855338332575038,-0.021296139,0.0019865870098395
19,Czech Republic,4,4,3,11,2012,23,0,1871,0.0122928915018706,-0.003407146,0.0993248221971498,0.0032549006544948
20,South Africa,4,1,1,6,2012,15,0,1871,0.0080171031533939,0.0097076475034568,-0.014002044,0.0208371289553415
21,North Korea,4,0,2,6,2012,14,0,1871,0.0074826296098343,0.1003192821811706,-0.077190182,0.0701035846888015
22,Brazil,3,5,9,17,2012,28,0,1871,0.0149652592196686,0.0474667852272042,0.0131828339023468,0.0570026670928254
23,Kazakhstan,3,2,6,11,2012,19,0,1871,0.0101549973276322,-0.038340672,-0.170647365,-0.023989539
23,Poland,3,2,6,11,2012,19,0,1871,0.0101549973276322,0.0960781072930106,-0.033445012,0.0298788401460767
25,Ethiopia,3,2,3,8,2012,16,0,1871,0.0085515766969535,0.0501833073817357,0.0377994327773924,0.0065221512437059
26,Croatia,3,1,2,6,2012,13,0,1871,0.0069481560662747,0.0534783003042977,-0.06571429,0.1750682572591144
27,Canada,2,6,10,18,2012,28,0,1871,0.0149652592196686,0.0147731501056603,-0.004054787,0.0028425278416601
28,Belarus,2,5,3,10,2012,19,0,1871,0.0101549973276322,0.0961927242703584,0.0495922073693768,-0.054547977
29,Kenya,2,4,7,13,2012,21,0,1871,0.0112239444147514,-0.020869328,-0.005983973,0.0143254487759907
30,Denmark,2,4,3,9,2012,17,0,1871,0.009086050240513,0.11215174873682,-0.059377711,0.0395365798657709
31,Romania,2,4,1,7,2012,15,0,1871,0.0080171031533939,0.1381380069280918,-0.032482878,-0.008737718
32,Azerbaijan,2,2,5,9,2012,15,0,1871,0.0080171031533939,0.0028537731498121,-0.170842115,0.2950248249394128
33,Switzerland,2,2,0,4,2012,10,0,1871,0.0053447354355959,0.0645047778662797,-0.042643872,0.0670263595359131
34,Norway,2,1,1,4,2012,9,0,1871,0.0048102618920363,0.0736612564982121,0.0268687394913607,-0.030603601
35,Lithuania,2,0,3,5,2012,9,0,1871,0.0048102618920363,0.0669766287272552,0.0052196483707915,0.0155849666549311
36,Tunisia,2,0,1,3,2012,7,0,1871,0.0037413148049171,0.0654829717458007,-0.022690087,0.0501545173104222
37,Sweden,1,4,3,8,2012,14,0,1871,0.0074826296098343,0.0678301712724681,-0.015719948,0.0220085393768702
38,Colombia,1,3,5,9,2012,14,0,1871,0.0074826296098343,0.1484936336468682,-0.135378614,0.1076244483216264
39,Mexico,1,3,4,8,2012,13,0,1871,0.0069481560662747,-0.036453767,-0.033701709,-0.026782985
40,Georgia,1,2,3,6,2012,10,0,1871,0.0053447354355959,0.0827749923119967,0.0030194783867324,0.0262135489999911
41,Ireland,1,1,4,6,2012,9,0,1871,0.0048102618920363,0.0043770977096089,0.0492732399711982,0.0361240253097746
42,Argentina,1,1,2,4,2012,7,0,1871,0.0037413148049171,0.0377932089641432,-0.009101754,0.0501999133209208
42,Serbia,1,1,2,4,2012,7,0,1871,0.0037413148049171,0.0980461061497171,-0.019366898,0.0025679770717682
42,Slovenia,1,1,2,4,2012,7,0,1871,0.0037413148049171,-0.024357192,0.0722823555021518,0.0826776687515192
42,Trinidad and Tobago,1,1,2,4,2012,7,0,1871,0.0037413148049171,0.0485508378565269,-0.0326002,0.0571114635394481
46,Turkey,1,1,1,3,2012,6,0,1871,0.0032068412613575,0.0348245838511438,0.0071872141261822,0.0390670382651637
47,Dominican Republic,1,1,0,2,2012,5,0,1871,0.0026723677177979,-0.001958229,0.0244336109896024,0.0942347767941562
48,Chinese Taipei,1,0,1,2,2012,4,0,1871,0.0021378941742383,0.0799537392253963,-0.067888814,0.1200063996829422
48,Latvia,1,0,1,2,2012,4,0,1871,0.0021378941742383,0.0795054125886066,-0.054190134,0.066111305588507
50,Algeria,1,0,0,1,2012,3,0,1871,0.0016034206306787,0.105674162807873,-0.062907429,0.0465656448550214
50,Bahamas,1,0,0,1,2012,3,0,1871,0.0016034206306787,0.0588599123419141,-0.010917959,0.0616733057440297
50,Bahrain,1,0,0,1,2012,3,0,1871,0.0016034206306787,0.0,0.0,0.0
50,Grenada,1,0,0,1,2012,3,0,1871,0.0016034206306787,0.0,0.0,0.0
50,Uganda,1,0,0,1,2012,3,0,1871,0.0016034206306787,0.0952758899767234,-0.08244583,0.076982418418866
50,Venezuela,1,0,0,1,2012,3,0,1871,0.0016034206306787,0.0982120652382588,-0.009936818,0.018882609597689
56,Egypt,0,3,1,4,2012,7,0,1871,0.0037413148049171,-0.011362303,0.0170307797201968,-0.019578094
57,India,0,2,4,6,2012,8,0,1871,0.0042757883484767,0.0354053868167537,0.0374176492799498,0.0175643905294755
58,Mongolia,0,2,3,5,2012,7,0,1871,0.0037413148049171,0.0356543206119922,0.0040909768986558,0.038058462930323
59,Thailand,0,2,2,4,2012,6,0,1871,0.0032068412613575,0.0754294831511271,0.0112659804556027,-0.044224613
60,Bulgaria,0,2,1,3,2012,5,0,1871,0.0026723677177979,0.0933639052482865,0.0060403658726689,-0.012116691
60,Finland,0,2,1,3,2012,5,0,1871,0.0026723677177979,0.0687637573636961,0.0453412694394228,-0.030496104
60,Indonesia,0,2,1,3,2012,5,0,1871,0.0026723677177979,0.0325525821731489,0.0679903256525186,-0.011363667
63,Slovakia,0,1,3,4,2012,5,0,1871,0.0026723677177979,0.0236150185204219,0.0284172266877504,0.0233445988852465
64,Belgium,0,1,2,3,2012,4,0,1871,0.0021378941742383,0.0999535450525768,-0.072116842,0.0394756734574606
65,Armenia,0,1,1,2,2012,3,0,1871,0.0016034206306787,0.1132858890106865,0.0593082124242049,-0.098302284
65,Estonia,0,1,1,2,2012,3,0,1871,0.0016034206306787,0.0880598816225788,-0.056791081,0.029837845459897
65,Malaysia,0,1,1,2,2012,3,0,1871,0.0016034206306787,-0.013200238,-0.073822421,0.3160609266471389
65,Puerto Rico,0,1,1,2,2012,3,0,1871,0.0016034206306787,0.0333449017498307,0.0077939908203272,0.0451754467957053
65,Qatar,0,1,1,2,2012,3,0,1871,0.0016034206306787,0.1720240088980114,0.2662275765399336,-0.502723561
70,Botswana,0,1,0,1,2012,2,0,1871,0.0010689470871191,0.0,0.0,0.0
70,Cyprus,0,1,0,1,2012,2,0,1871,0.0010689470871191,0.0,0.0,0.0
70,Gabon,0,1,0,1,2012,2,0,1871,0.0010689470871191,0.0,0.0,0.0
70,Guatemala,0,1,0,1,2012,2,0,1871,0.0010689470871191,0.0,0.0,0.0
70,Montenegro,0,1,0,1,2012,2,0,1871,0.0010689470871191,0.0,0.0,0.0
70,Portugal,0,1,0,1,2012,2,0,1871,0.0010689470871191,0.0502517307220905,0.0062580577956718,0.0442410827754413
76,Uzbekistan,0,0,3,3,2012,3,0,1871,0.0016034206306787,0.0029466549259328,0.0885854596506894,0.0959767115380872
77,Greece,0,0,2,2,2012,2,0,1871,0.0010689470871191,0.064844238365524,-0.031648542,-0.000569784
77,Singapore,0,0,2,2,2012,2,0,1871,0.0010689470871191,-0.029312439,0.0052517274344294,0.0842469383657985
79,Afghanistan,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0,0.0,0.0
79,Cameroon,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.2906221822213744,-0.144000571,-0.108229423
79,Hong Kong,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0274543972354062,0.1135252103022514,0.1865581838920528
79,Kuwait,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0,0.0,0.0
79,Morocco,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0572735364001462,-0.004840799,0.0265370076612803
79,Saudi Arabia,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0,0.0,0.0
79,Tajikistan,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0,0.0,0.0
79,Vietnam,0,0,1,1,2012,1,0,1871,0.0005344735435595,0.0,0.0,0.0
1,United States,46,37,38,121,2016,250,0,1891,0.1322051824431517,-0.018635704,-0.009878765,-0.005536997
2,Great Britain,27,23,17,67,2016,144,0,1891,0.0761501850872554,-0.06192036,-0.031880806,-0.009741821
3,China,26,18,26,70,2016,140,0,1891,0.074034902168165,0.0349212185750656,-0.010283681,0.0244934903795986
4,Russia,19,17,20,56,2016,111,0,1891,0.0586991010047593,0.0185848998614509,0.0159157975272426,0.0385310585231525
5,Germany,17,10,15,42,2016,86,0,1891,0.0454785827604442,0.0037464236304567,0.054508500406284,0.0294116358445334
6,Japan,12,8,21,41,2016,73,0,1891,0.0386039132734003,0.0308954330278842,0.0076793706983338,-0.020519968
7,France,10,18,14,42,2016,80,0,1891,0.0423056583818085,-0.007371037,-0.005794931,-0.00930495
8,South Korea,9,3,9,21,2016,42,0,1891,0.0222104706504495,0.1299539397074564,-0.096731247,0.0460938076451412
9,Italy,8,12,8,28,2016,56,0,1891,0.0296139608672659,-0.028464728,0.000580383620461,0.0517707547535864
10,Australia,8,11,10,29,2016,56,0,1891,0.0296139608672659,0.0593783761803394,0.0105979239956092,-0.017491077
11,Netherlands,8,7,4,19,2016,42,0,1891,0.0222104706504495,0.0326027226637719,0.0182504912085674,-0.013945041
12,Hungary,8,3,4,15,2016,34,0,1891,0.0179799048122686,0.081822948682144,-0.015298107,0.0298869241525155
13,Brazil,7,6,6,19,2016,39,1,1891,0.0206240084611316,0.0474667852272042,0.0131828339023468,0.0570026670928254
14,Spain,7,4,6,17,2016,35,0,1891,0.0185087255420412,0.0523829915644519,-0.003431032,0.0516043365955357
15,Kenya,6,6,1,13,2016,31,0,1891,0.0163934426229508,-0.020869328,-0.005983973,0.0143254487759907
16,Jamaica,6,3,2,11,2016,26,0,1891,0.0137493389740877,0.0855338332575038,-0.021296139,0.0019865870098395
17,Croatia,5,3,2,10,2016,23,0,1891,0.0121628767847699,0.0534783003042977,-0.06571429,0.1750682572591144
18,Cuba,5,2,4,11,2016,23,0,1891,0.0121628767847699,0.1150892571363936,-0.012649172,-0.039939664
19,New Zealand,4,9,5,18,2016,35,0,1891,0.0185087255420412,0.0991513404046973,-0.003886849,0.0097812651250406
20,Canada,4,3,15,22,2016,33,0,1891,0.017451084082496,0.0147731501056603,-0.004054787,0.0028425278416601
21,Uzbekistan,4,2,7,13,2016,23,0,1891,0.0121628767847699,0.0029466549259328,0.0885854596506894,0.0959767115380872
22,Colombia,3,2,3,8,2016,16,0,1891,0.0084611316763617,0.1484936336468682,-0.135378614,0.1076244483216264
23,Switzerland,3,2,2,7,2016,15,0,1891,0.0079323109465891,0.0645047778662797,-0.042643872,0.0670263595359131
24,Iran,3,1,4,8,2016,15,0,1891,0.0079323109465891,0.0238295166639712,0.0229610738475428,0.0439875021982788
25,Greece,3,1,2,6,2016,13,0,1891,0.0068746694870438,0.064844238365524,-0.031648542,-0.000569784
26,Argentina,3,1,0,4,2016,11,0,1891,0.0058170280274986,0.0377932089641432,-0.009101754,0.0501999133209208
27,Denmark,2,6,7,15,2016,25,0,1891,0.0132205182443151,0.11215174873682,-0.059377711,0.0395365798657709
28,Sweden,2,6,3,11,2016,21,0,1891,0.0111052353252247,0.0678301712724681,-0.015719948,0.0220085393768702
29,South Africa,2,6,2,10,2016,20,0,1891,0.0105764145954521,0.0097076475034568,-0.014002044,0.0208371289553415
30,Kazakhstan,2,5,10,17,2016,26,0,1891,0.0137493389740877,-0.038340672,-0.170647365,-0.023989539
31,Ukraine,2,5,4,11,2016,20,0,1891,0.0105764145954521,0.1055313528667747,-0.081151223,0.0556947848215754
32,Serbia,2,4,2,8,2016,16,0,1891,0.0084611316763617,0.0980461061497171,-0.019366898,0.0025679770717682
33,Poland,2,3,6,11,2016,18,0,1891,0.0095187731359069,0.0960781072930106,-0.033445012,0.0298788401460767
34,North Korea,2,3,2,7,2016,14,0,1891,0.0074034902168164,0.1003192821811706,-0.077190182,0.0701035846888015
35,Belgium,2,2,2,6,2016,12,0,1891,0.0063458487572712,0.0999535450525768,-0.072116842,0.0394756734574606
35,Thailand,2,2,2,6,2016,12,0,1891,0.0063458487572712,0.0754294831511271,0.0112659804556027,-0.044224613
37,Slovakia,2,2,0,4,2016,10,0,1891,0.005288207297726,0.0236150185204219,0.0284172266877504,0.0233445988852465
38,Georgia,2,1,4,7,2016,12,0,1891,0.0063458487572712,0.0827749923119967,0.0030194783867324,0.0262135489999911
39,Azerbaijan,1,7,10,18,2016,27,0,1891,0.0142781597038603,0.0028537731498121,-0.170842115,0.2950248249394128
40,Belarus,1,4,4,9,2016,15,0,1891,0.0079323109465891,0.0961927242703584,0.0495922073693768,-0.054547977
41,Turkey,1,3,4,8,2016,13,0,1891,0.0068746694870438,0.0348245838511438,0.0071872141261822,0.0390670382651637
42,Armenia,1,3,0,4,2016,9,0,1891,0.0047593865679534,0.1132858890106865,0.0593082124242049,-0.098302284
43,Czech Republic,1,2,7,10,2016,14,0,1891,0.0074034902168164,-0.003407146,0.0993248221971498,0.0032549006544948
44,Ethiopia,1,2,5,8,2016,12,0,1891,0.0063458487572712,0.0501833073817357,0.0377994327773924,0.0065221512437059
45,Slovenia,1,2,1,4,2016,8,0,1891,0.0042305658381808,-0.024357192,0.0722823555021518,0.0826776687515192
46,Indonesia,1,2,0,3,2016,7,0,1891,0.0037017451084082,0.0325525821731489,0.0679903256525186,-0.011363667
