,Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport,Host,Name,EventCount,PersonCount
383,2008,12,9.6,15.646085772486355,33.06912865872953,FALSE,ARG,Basketball,0,12,1,12
384,2012,0,9.6,15.646085772486355,33.06912865872953,FALSE,ARG,Basketball,0,12,1,12
385,2016,0,9.6,15.646085772486355,33.06912865872953,FALSE,ARG,Basketball,0,12,1,12
386,2020,0,9.6,15.646085772486355,33.06912865872953,FALSE,ARG,Basketball,0,12,1,12
387,1996,0,,0,,FALSE,ARG,Beach Volleyball,0,2,1,2
388,2000,0,0,0,0,FALSE,ARG,Beach Volleyball,0,4,1,4
389,2004,0,0,0,0,FALSE,ARG,Beach Volleyball,0,2,1,2
390,2008,0,0,0,0,FALSE,ARG,Beach Volleyball,0,2,1,2
391,2012,0,0,0,0,FALSE,ARG,Beach Volleyball,0,2,1,2
392,2016,0,0,0,0,FALSE,ARG,Beach Volleyball,0,2,1,2
393,2020,0,0,0,0,FALSE,ARG,Beach Volleyball,0,4,2,4
394,1920,0,,0,,FALSE,ARG,Boxing,0,1,1,1
395,1924,6,3,4.242640687119285,9.363961030678928,FALSE,ARG,Boxing,0,10,8,10
396,1928,10,5.333333333333333,5.033222956847166,12.883167768604082,FALSE,ARG,Boxing,0,8,8,8
397,1932,8,6,4.320493798938574,12.48074069840786,FALSE,ARG,Boxing,0,8,8,8
398,1936,7,6.2,3.7682887362833535,11.852433104425032,FALSE,ARG,Boxing,0,8,8,8
399,1948,7,7.6,1.5165750888103096,9.874862633215464,FALSE,ARG,Boxing,0,8,8,8
400,1952,3,7,2.549509756796392,10.824264635194588,FALSE,ARG,Boxing,0,10,10,10
401,1956,1,5.2,3.03315017762062,9.74972526643093,FALSE,ARG,Boxing,0,10,10,10
402,1960,1,3.8,3.03315017762062,8.34972526643093,FALSE,ARG,Boxing,0,10,10,10
403,1964,0,2.4,2.792848008753788,6.589272013130682,FALSE,ARG,Boxing,0,10,10,10
404,1968,1,1.2,1.0954451150103317,2.8431676725154977,FALSE,ARG,Boxing,0,7,7,7
405,1972,0,0.6,0.5477225575051653,1.421583836257748,FALSE,ARG,Boxing,0,5,5,5
406,1976,0,0.4,0.5477225575051653,1.2215838362577478,FALSE,ARG,Boxing,0,3,3,3
407,1984,0,0.2,0.447213595499957,0.8708203932499354,FALSE,ARG,Boxing,0,6,6,6
408,1988,0,0.2,0.447213595499957,0.8708203932499354,FALSE,ARG,Boxing,0,4,4,4
409,1992,0,0,0,0,FALSE,ARG,Boxing,0,3,3,3
410,1996,1,0.2,0.447213595499957,0.8708203932499354,TRUE,ARG,Boxing,0,5,5,5
411,2000,0,0.2,0.447213595499957,0.8708203932499354,FALSE,ARG,Boxing,0,7,7,7
412,2004,0,0.2,0.447213595499957,0.8708203932499354,FALSE,ARG,Boxing,0,1,1,1
413,2008,0,0.2,0.447213595499957,0.8708203932499354,FALSE,ARG,Boxing,0,1,1,1
414,2012,0,0.2,0.447213595499957,0.8708203932499354,FALSE,ARG,Boxing,0,2,2,2
415,2016,0,0,0,0,FALSE,ARG,Boxing,0,6,6,6
416,2020,0,0,0,0,FALSE,ARG,Boxing,0,5,5,5
417,2020,0,,0,,FALSE,ARG,Canoe Sprint,0,3,4,3
418,2024,0,0,0,0,FALSE,ARG,Canoe Sprint,0,2,2,2
419,1984,0,,0,,FALSE,ARG,Canoeing,0,1,2,1
420,1988,0,0,0,0,FALSE,ARG,Canoeing,0,8,5,8
421,1992,0,0,0,0,FALSE,ARG,Canoeing,0,5,3,5
422,1996,0,0,0,0,FALSE,ARG,Canoeing,0,4,4,4
423,2000,0,0,0,0,FALSE,ARG,Canoeing,0,3,3,3
424,2004,0,0,0,0,FALSE,ARG,Canoeing,0,2,3,2
425,2008,0,0,0,0,FALSE,ARG,Canoeing,0,2,3,2
426,2012,0,0,0,0,FALSE,ARG,Canoeing,0,3,2,3
427,2016,0,0,0,0,FALSE,ARG,Canoeing,0,10,5,10
428,1924,0,,0,,FALSE,ARG,Cycling,0,5,4,5
429,1928,0,0,0,0,FALSE,ARG,Cycling,0,6,4,6
430,1948,0,0,0,0,FALSE,ARG,Cycling,0,12,6,12
431,1952,0,0,0,0,FALSE,ARG,Cycling,0,6,3,6
432,1960,0,0,0,0,FALSE,ARG,Cycling,0,8,3,8
433,1964,0,0,0,0,FALSE,ARG,Cycling,0,10,5,10
434,1968,0,0,0,0,FALSE,ARG,Cycling,0,9,6,9
435,1972,0,0,0,0,FALSE,ARG,Cycling,0,8,5,8
436,1976,0,0,0,0,FALSE,ARG,Cycling,0,4,2,4
437,1984,0,0,0,0,FALSE,ARG,Cycling,0,8,6,8
438,1988,0,0,0,0,FALSE,ARG,Cycling,0,7,5,7
439,1992,0,0,0,0,FALSE,ARG,Cycling,0,8,5,8
440,1996,0,0,0,0,FALSE,ARG,Cycling,0,10,7,10
441,2000,0,0,0,0,FALSE,ARG,Cycling,0,8,6,8
442,2004,0,0,0,0,FALSE,ARG,Cycling,0,4,4,4
443,2008,6,1.2,2.683281572999748,5.2249223594996215,TRUE,ARG,Cycling,0,10,7,10
444,2012,0,1.2,2.683281572999748,5.2249223594996215,FALSE,ARG,Cycling,0,4,4,4
445,2016,0,1.2,2.683281572999748,5.2249223594996215,FALSE,ARG,Cycling,0,6,5,6
446,2020,0,,0,,FALSE,ARG,Cycling BMX Racing,0,1,1,1
447,2024,0,0,0,0,FALSE,ARG,Cycling BMX Racing,0,2,1,2
448,2020,0,,0,,FALSE,ARG,Cycling Road,0,1,1,1
449,2024,0,0,0,0,FALSE,ARG,Cycling Road,0,1,1,1
450,1960,0,,0,,FALSE,ARG,Diving,0,1,1,1
451,1984,0,0,0,0,FALSE,ARG,Diving,0,1,2,1
452,1988,0,0,0,0,FALSE,ARG,Diving,0,1,2,1
453,1992,0,0,0,0,FALSE,ARG,Diving,0,2,2,2
454,2000,0,0,0,0,FALSE,ARG,Diving,0,1,1,1
455,2020,0,,0,,FALSE,ARG,Equestrian,0,4,2,4
456,2024,0,0,0,0,FALSE,ARG,Equestrian,0,1,1,1
457,1928,0,,0,,FALSE,ARG,Equestrianism,0,3,2,3
458,1948,0,0,0,0,FALSE,ARG,Equestrianism,0,9,6,9
459,1952,0,0,0,0,FALSE,ARG,Equestrianism,0,6,4,6
460,1956,0,0,0,0,FALSE,ARG,Equestrianism,0,7,5,7
461,1960,0,0,0,0,FALSE,ARG,Equestrianism,0,9,5,9
462,1964,2,0.4,0.8944271909999159,1.741640786499874,TRUE,ARG,Equestrianism,0,8,5,8
463,1968,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Equestrianism,0,8,4,8
464,1972,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Equestrianism,0,9,4,9
465,1976,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Equestrianism,0,7,5,7
466,1984,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Equestrianism,0,4,2,4
467,1996,0,0,0,0,FALSE,ARG,Equestrianism,0,5,3,5
468,2000,0,0,0,0,FALSE,ARG,Equestrianism,0,1,1,1
469,2004,0,0,0,0,FALSE,ARG,Equestrianism,0,4,2,4
470,2008,0,0,0,0,FALSE,ARG,Equestrianism,0,1,1,1
471,2012,0,0,0,0,FALSE,ARG,Equestrianism,0,2,1,2
472,2016,0,0,0,0,FALSE,ARG,Equestrianism,0,4,2,4
473,1900,0,,0,,FALSE,ARG,Fencing,0,1,1,1
474,1924,0,0,0,0,FALSE,ARG,Fencing,0,13,6,13
475,1928,5,1.6666666666666667,2.8867513459481287,5.99679368558886,FALSE,ARG,Fencing,0,9,3,9
476,1932,0,1.25,2.5,5,FALSE,ARG,Fencing,0,5,4,5
477,1936,0,1,2.2360679774997894,4.354101966249684,FALSE,ARG,Fencing,0,11,5,11
478,1948,0,1,2.2360679774997894,4.354101966249684,FALSE,ARG,Fencing,0,19,7,19
479,1952,0,1,2.2360679774997894,4.354101966249684,FALSE,ARG,Fencing,0,11,6,11
480,1956,0,0,0,0,FALSE,ARG,Fencing,0,1,2,1
481,1960,0,0,0,0,FALSE,ARG,Fencing,0,6,3,6
482,1964,0,0,0,0,FALSE,ARG,Fencing,0,11,7,11
483,1968,0,0,0,0,FALSE,ARG,Fencing,0,10,7,10
484,1972,0,0,0,0,FALSE,ARG,Fencing,0,5,5,5
485,1976,0,0,0,0,FALSE,ARG,Fencing,0,7,5,7
486,1984,0,0,0,0,FALSE,ARG,Fencing,0,10,7,10
487,1988,0,0,0,0,FALSE,ARG,Fencing,0,2,2,2
488,1992,0,0,0,0,FALSE,ARG,Fencing,0,5,3,5
489,1996,0,0,0,0,FALSE,ARG,Fencing,0,4,3,4
490,2000,0,0,0,0,FALSE,ARG,Fencing,0,3,3,3
491,2004,0,0,0,0,FALSE,ARG,Fencing,0,1,1,1
492,2008,0,0,0,0,FALSE,ARG,Fencing,0,1,1,1
493,2012,0,0,0,0,FALSE,ARG,Fencing,0,1,1,1
494,2016,0,0,0,0,FALSE,ARG,Fencing,0,1,1,1
495,2020,0,0,0,0,FALSE,ARG,Fencing,0,1,1,1
496,2024,0,0,0,0,FALSE,ARG,Fencing,0,1,1,1
497,1928,32,,0,,FALSE,ARG,Football,0,16,1,16
498,1960,0,16,22.62741699796952,49.941125496954285,FALSE,ARG,Football,0,13,1,13
499,1964,0,10.666666666666666,18.475208614068027,38.37947958776871,FALSE,ARG,Football,0,14,1,14
500,1988,0,8,16,32,FALSE,ARG,Football,0,16,1,16
501,1996,36,13.6,18.676188047886004,41.61428207182901,TRUE,ARG,Football,0,18,1,18
502,2004,48,16.8,23.39230642754152,51.88845964131227,TRUE,ARG,Football,0,16,1,16
503,2008,54,27.6,26.01538006641456,66.62307009962184,TRUE,ARG,Football,0,33,2,33
504,2016,0,27.6,26.01538006641456,66.62307009962184,FALSE,ARG,Football,0,16,1,16
505,2020,0,27.6,26.01538006641456,66.62307009962184,FALSE,ARG,Football,0,22,1,22
506,2024,0,20.4,28.014282071829005,62.42142310774351,FALSE,ARG,Football,0,18,1,18
507,2016,0,,0,,FALSE,ARG,Golf,0,2,1,2
508,2020,0,0,0,0,FALSE,ARG,Golf,0,1,1,1
509,2024,0,0,0,0,FALSE,ARG,Golf,0,2,1,2
510,1948,0,,0,,FALSE,ARG,Gymnastics,0,7,8,7
511,1952,0,0,0,0,FALSE,ARG,Gymnastics,0,2,7,2
512,1960,0,0,0,0,FALSE,ARG,Gymnastics,0,1,7,1
513,1964,0,0,0,0,FALSE,ARG,Gymnastics,0,1,7,1
514,1992,0,0,0,0,FALSE,ARG,Gymnastics,0,3,12,3
515,1996,0,0,0,0,FALSE,ARG,Gymnastics,0,2,12,2
516,2000,0,0,0,0,FALSE,ARG,Gymnastics,0,1,5,1
517,2004,0,0,0,0,FALSE,ARG,Gymnastics,0,1,5,1
518,2012,0,0,0,0,FALSE,ARG,Gymnastics,0,2,6,2
519,2016,0,0,0,0,FALSE,ARG,Gymnastics,0,2,5,2
520,2012,0,,0,,FALSE,ARG,Handball,0,15,1,15
521,2016,0,0,0,0,FALSE,ARG,Handball,0,29,2,29
522,2020,0,0,0,0,FALSE,ARG,Handball,0,16,1,16
523,2024,0,0,0,0,FALSE,ARG,Handball,0,15,1,15
524,1948,0,,0,,FALSE,ARG,Hockey,0,12,1,12
525,1968,0,0,0,0,FALSE,ARG,Hockey,0,18,1,18
526,1972,0,0,0,0,FALSE,ARG,Hockey,0,16,1,16
527,1976,0,0,0,0,FALSE,ARG,Hockey,0,16,1,16
528,1988,0,0,0,0,FALSE,ARG,Hockey,0,31,2,31
529,1992,0,0,0,0,FALSE,ARG,Hockey,0,16,1,16
530,1996,0,0,0,0,FALSE,ARG,Hockey,0,32,2,32
531,2000,32,6.4,14.310835055998654,27.866252583997984,TRUE,ARG,Hockey,0,31,2,31
532,2004,16,9.6,14.310835055998654,31.06625258399798,TRUE,ARG,Hockey,0,31,2,31
533,2008,16,12.8,13.386560424545207,32.87984063681782,FALSE,ARG,Hockey,0,15,1,15
534,2012,30,18.8,12.93058390019569,38.19587585029353,TRUE,ARG,Hockey,0,31,2,31
535,2016,54,29.6,15.582040944625962,52.97306141693895,TRUE,ARG,Hockey,0,34,2,34
536,2020,36,30.4,15.836666315863322,54.15499947379498,TRUE,ARG,Hockey,0,36,2,36
537,2024,16,30.4,15.836666315863322,54.15499947379498,FALSE,ARG,Hockey,0,34,2,34
538,1964,0,,0,,FALSE,ARG,Judo,0,3,3,3
539,1972,0,0,0,0,FALSE,ARG,Judo,0,1,2,1
540,1976,0,0,0,0,FALSE,ARG,Judo,0,2,3,2
541,1984,0,0,0,0,FALSE,ARG,Judo,0,4,4,4
542,1988,0,0,0,0,FALSE,ARG,Judo,0,3,3,3
543,1992,0,0,0,0,FALSE,ARG,Judo,0,9,9,9
544,1996,0,0,0,0,FALSE,ARG,Judo,0,8,8,8
545,2000,0,0,0,0,FALSE,ARG,Judo,0,9,9,9
546,2004,0,0,0,0,FALSE,ARG,Judo,0,9,9,9
547,2008,1,0.2,0.4472135954999579,0.870820393249937,TRUE,ARG,Judo,0,9,9,9
548,2012,0,0.2,0.4472135954999579,0.870820393249937,FALSE,ARG,Judo,0,4,4,4
549,2016,3,0.8,1.3038404810405295,2.7557607215607947,TRUE,ARG,Judo,0,2,2,2
550,2020,0,0.8,1.3038404810405295,2.7557607215607947,FALSE,ARG,Judo,0,2,2,2
551,2024,0,0.8,1.3038404810405295,2.7557607215607947,FALSE,ARG,Judo,0,1,1,1
552,1948,0,,0,,FALSE,ARG,Modern Pentathlon,0,3,1,3
553,1952,0,0,0,0,FALSE,ARG,Modern Pentathlon,0,3,2,3
554,1956,0,0,0,0,FALSE,ARG,Modern Pentathlon,0,1,1,1
555,1960,0,0,0,0,FALSE,ARG,Modern Pentathlon,0,3,2,3
556,2016,0,0,0,0,FALSE,ARG,Modern Pentathlon,0,2,2,2
557,2020,0,0,0,0,FALSE,ARG,Modern Pentathlon,0,1,1,1
558,2024,0,0,0,0,FALSE,ARG,Modern Pentathlon,0,1,1,1
559,1924,15,,0,,FALSE,ARG,Polo,0,5,1,5
560,1936,12,13.5,2.1213203435596424,16.681980515339465,FALSE,ARG,Polo,0,4,1,4
561,1924,0,,0,,FALSE,ARG,Rowing,0,9,1,9
562,1928,0,0,0,0,FALSE,ARG,Rowing,0,9,1,9
563,1936,2,0.6666666666666666,1.1547005383792517,2.398717474235544,FALSE,ARG,Rowing,0,3,2,3
564,1948,0,0.5,1,2,FALSE,ARG,Rowing,0,26,7,26
565,1952,6,1.6,2.6076809620810595,5.511521443121589,TRUE,ARG,Rowing,0,9,3,9
566,1960,0,1.6,2.6076809620810595,5.511521443121589,FALSE,ARG,Rowing,0,9,3,9
567,1964,0,1.6,2.6076809620810595,5.511521443121589,FALSE,ARG,Rowing,0,12,5,12
568,1968,1,1.4,2.6076809620810595,5.311521443121589,FALSE,ARG,Rowing,0,9,3,9
569,1972,2,1.8,2.489979919597747,5.53496987939662,FALSE,ARG,Rowing,0,18,5,18
570,1976,0,0.6,0.8944271909999164,1.9416407864998744,FALSE,ARG,Rowing,0,10,3,10
571,1984,0,0.6,0.8944271909999164,1.9416407864998744,FALSE,ARG,Rowing,0,7,3,7
572,1988,0,0.6,0.8944271909999164,1.9416407864998744,FALSE,ARG,Rowing,0,6,2,6
573,1992,0,0.4,0.8944271909999164,1.7416407864998744,FALSE,ARG,Rowing,0,6,3,6
574,1996,0,0,0,0,FALSE,ARG,Rowing,0,22,9,22
575,2000,0,0,0,0,FALSE,ARG,Rowing,0,8,5,8
576,2004,0,0,0,0,FALSE,ARG,Rowing,0,6,4,6
577,2008,0,0,0,0,FALSE,ARG,Rowing,0,2,2,2
578,2012,0,0,0,0,FALSE,ARG,Rowing,0,10,6,10
579,2016,0,0,0,0,FALSE,ARG,Rowing,0,2,2,2
580,2020,0,0,0,0,FALSE,ARG,Rowing,0,2,1,2
581,2024,0,0,0,0,FALSE,ARG,Rowing,0,4,2,4
582,2016,0,,0,,FALSE,ARG,Rugby Sevens,0,13,1,13
583,2020,13,6.5,9.192388155425116,20.288582233137674,TRUE,ARG,Rugby Sevens,0,13,1,13
584,2024,0,4.333333333333333,7.505553499465135,15.591663582531034,FALSE,ARG,Rugby Sevens,0,14,1,14
585,1924,0,,0,,FALSE,ARG,Sailing,0,5,2,5
586,1928,0,0,0,0,FALSE,ARG,Sailing,0,5,1,5
587,1936,0,0,0,0,FALSE,ARG,Sailing,0,11,2,11
588,1948,10,2.5,5,10,TRUE,ARG,Sailing,0,13,4,13
589,1952,0,2,4.47213595499958,8.70820393249937,FALSE,ARG,Sailing,0,14,5,14
590,1956,0,2,4.47213595499958,8.70820393249937,FALSE,ARG,Sailing,0,6,3,6
591,1960,6,3.2,4.604345773288535,10.106518659932805,FALSE,ARG,Sailing,0,9,4,9
592,1964,0,3.2,4.604345773288535,10.106518659932805,FALSE,ARG,Sailing,0,6,3,6
593,1968,0,1.2,2.683281572999748,5.2249223594996215,FALSE,ARG,Sailing,0,6,3,6
594,1972,0,1.2,2.683281572999748,5.2249223594996215,FALSE,ARG,Sailing,0,9,3,9
595,1976,0,1.2,2.683281572999748,5.2249223594996215,FALSE,ARG,Sailing,0,4,2,4
596,1984,0,0,0,0,FALSE,ARG,Sailing,0,8,4,8
597,1988,0,0,0,0,FALSE,ARG,Sailing,0,11,6,11
598,1992,0,0,0,0,FALSE,ARG,Sailing,0,7,5,7
599,1996,2,0.4,0.8944271909999163,1.7416407864998744,TRUE,ARG,Sailing,0,10,7,10
600,2000,5,1.4,2.1908902300206647,4.686335345030997,TRUE,ARG,Sailing,0,11,7,11
601,2004,2,1.8,2.04939015319192,4.874085229787879,FALSE,ARG,Sailing,0,11,8,11
602,2008,2,2.2,1.7888543819998317,4.883281572999747,FALSE,ARG,Sailing,0,10,7,10
603,2012,2,2.6,1.3416407864998738,4.612461179749811,FALSE,ARG,Sailing,0,8,6,8
604,2016,6,3.4,1.949358868961793,6.3240383034426895,FALSE,ARG,Sailing,0,13,9,13
605,2020,0,2.4,2.1908902300206643,5.686335345030996,FALSE,ARG,Sailing,0,11,8,11
606,2024,4,2.8,2.280350850198276,6.220526275297414,FALSE,ARG,Sailing,0,7,6,7
607,1924,0,,0,,FALSE,ARG,Shooting,0,8,2,8
608,1932,0,0,0,0,FALSE,ARG,Shooting,0,2,1,2
609,1936,0,0,0,0,FALSE,ARG,Shooting,0,5,3,5
610,1948,2,0.5,1,2,FALSE,ARG,Shooting,0,12,4,12
611,1952,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Shooting,0,7,4,7
612,1956,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Shooting,0,4,3,4
613,1960,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Shooting,0,7,5,7
614,1964,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Shooting,0,8,5,8
615,1968,0,0,0,0,FALSE,ARG,Shooting,0,4,2,4
616,1972,0,0,0,0,FALSE,ARG,Shooting,0,5,5,5
617,1976,0,0,0,0,FALSE,ARG,Shooting,0,6,5,6
618,1984,0,0,0,0,FALSE,ARG,Shooting,0,6,6,6
619,1988,0,0,0,0,FALSE,ARG,Shooting,0,3,4,3
620,1992,0,0,0,0,FALSE,ARG,Shooting,0,2,4,2
621,1996,0,0,0,0,FALSE,ARG,Shooting,0,6,6,6
622,2000,0,0,0,0,FALSE,ARG,Shooting,0,4,7,4
623,2004,0,0,0,0,FALSE,ARG,Shooting,0,3,5,3
624,2008,0,0,0,0,FALSE,ARG,Shooting,0,1,1,1
625,2012,0,0,0,0,FALSE,ARG,Shooting,0,2,1,2
626,2016,0,0,0,0,FALSE,ARG,Shooting,0,5,5,5
627,2020,0,0,0,0,FALSE,ARG,Shooting,0,4,6,4
628,2024,0,0,0,0,FALSE,ARG,Shooting,0,3,4,3
629,1924,0,,0,,FALSE,ARG,Swimming,0,4,3,4
630,1928,3,1.5,2.1213203435596424,4.681980515339464,FALSE,ARG,Swimming,0,4,4,4
631,1932,0,1,1.7320508075688772,3.598076211353316,FALSE,ARG,Swimming,0,5,3,5
632,1936,2,1.25,1.5,3.5,FALSE,ARG,Swimming,0,1,1,1
633,1948,0,1,1.4142135623730951,3.121320343559643,FALSE,ARG,Swimming,0,17,11,17
634,1952,0,1,1.4142135623730951,3.121320343559643,FALSE,ARG,Swimming,0,7,7,7
635,1960,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Swimming,0,3,3,3
636,1964,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Swimming,0,7,9,7
637,1968,0,0,0,0,FALSE,ARG,Swimming,0,8,11,8
638,1972,0,0,0,0,FALSE,ARG,Swimming,0,4,13,4
639,1976,0,0,0,0,FALSE,ARG,Swimming,0,5,13,5
640,1984,0,0,0,0,FALSE,ARG,Swimming,0,6,12,6
641,1988,0,0,0,0,FALSE,ARG,Swimming,0,2,4,2
642,1992,0,0,0,0,FALSE,ARG,Swimming,0,3,6,3
643,1996,0,0,0,0,FALSE,ARG,Swimming,0,7,16,7
644,2000,0,0,0,0,FALSE,ARG,Swimming,0,13,18,13
645,2004,1,0.2,0.4472135954999579,0.870820393249937,TRUE,ARG,Swimming,0,10,18,10
646,2008,0,0.2,0.4472135954999579,0.870820393249937,FALSE,ARG,Swimming,0,11,16,11
647,2012,0,0.2,0.4472135954999579,0.870820393249937,FALSE,ARG,Swimming,0,4,7,4
648,2016,0,0.2,0.4472135954999579,0.870820393249937,FALSE,ARG,Swimming,0,5,10,5
649,2020,0,0.2,0.4472135954999579,0.870820393249937,FALSE,ARG,Swimming,0,4,7,4
650,2024,0,0,0,0,FALSE,ARG,Swimming,0,3,5,3
651,2012,0,,0,,FALSE,ARG,Synchronized Swimming,0,2,1,2
652,2016,0,0,0,0,FALSE,ARG,Synchronized Swimming,0,2,1,2
653,1988,0,,0,,FALSE,ARG,Table Tennis,0,1,1,1
654,1992,0,0,0,0,FALSE,ARG,Table Tennis,0,2,2,2
655,2000,0,0,0,0,FALSE,ARG,Table Tennis,0,2,2,2
656,2004,0,0,0,0,FALSE,ARG,Table Tennis,0,3,2,3
657,2008,0,0,0,0,FALSE,ARG,Table Tennis,0,2,1,2
658,2012,0,0,0,0,FALSE,ARG,Table Tennis,0,1,1,1
659,2020,0,0,0,0,FALSE,ARG,Table Tennis,0,2,1,2
660,2024,0,0,0,0,FALSE,ARG,Table Tennis,0,1,1,1
661,2000,0,,0,,FALSE,ARG,Taekwondo,0,2,2,2
662,2004,0,0,0,0,FALSE,ARG,Taekwondo,0,2,2,2
663,2008,0,0,0,0,FALSE,ARG,Taekwondo,0,1,1,1
664,2012,3,0.75,1.5,3,FALSE,ARG,Taekwondo,0,2,2,2
665,2020,0,0.6,1.3416407864998738,2.6124611797498107,FALSE,ARG,Taekwondo,0,1,1,1
666,2024,0,0.6,1.3416407864998738,2.6124611797498107,FALSE,ARG,Taekwondo,0,1,1,1
667,1924,0,,0,,FALSE,ARG,Tennis,0,5,2,5
668,1988,2,1,1.4142135623730951,3.121320343559643,FALSE,ARG,Tennis,0,5,4,5
669,1992,2,1.3333333333333333,1.1547005383792517,3.0653841409022107,FALSE,ARG,Tennis,0,6,4,6
670,1996,0,1,1.1547005383792517,2.732050807568877,FALSE,ARG,Tennis,0,8,4,8
671,2000,0,0.8,1.095445115010332,2.4431676725154983,FALSE,ARG,Tennis,0,8,4,8
672,2004,2,1.2,1.095445115010332,2.843167672515498,FALSE,ARG,Tennis,0,9,4,9
673,2008,0,0.8,1.095445115010332,2.4431676725154983,FALSE,ARG,Tennis,0,6,4,6
674,2012,1,0.6,0.8944271909999159,1.9416407864998737,FALSE,ARG,Tennis,0,7,4,7
675,2016,2,1,1,2.5,FALSE,ARG,Tennis,0,6,2,6
676,2020,0,1,1,2.5,FALSE,ARG,Tennis,0,7,4,7
677,2024,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,ARG,Tennis,0,8,5,8
678,2000,0,,0,,FALSE,ARG,Triathlon,0,1,1,1
679,2004,0,0,0,0,FALSE,ARG,Triathlon,0,2,2,2
680,2012,0,0,0,0,FALSE,ARG,Triathlon,0,1,1,1
681,2016,0,0,0,0,FALSE,ARG,Triathlon,0,2,1,2
682,2020,0,0,0,0,FALSE,ARG,Triathlon,0,1,1,1
683,2024,0,0,0,0,FALSE,ARG,Triathlon,0,1,1,1
684,1984,0,,0,,FALSE,ARG,Volleyball,0,10,1,10
685,1988,12,6,8.48528137423857,18.72792206135785,TRUE,ARG,Volleyball,0,12,1,12
686,1996,0,4,6.928203230275509,14.392304845413264,FALSE,ARG,Volleyball,0,12,1,12
687,2000,0,3,6,12,FALSE,ARG,Volleyball,0,12,1,12
688,2004,0,2.4,5.366563145999495,10.449844718999245,FALSE,ARG,Volleyball,0,12,1,12
689,2012,0,2.4,5.366563145999495,10.449844718999245,FALSE,ARG,Volleyball,0,12,1,12
690,2016,0,0,0,0,FALSE,ARG,Volleyball,0,24,2,24
691,2020,12,2.4,5.366563145999495,10.449844718999245,TRUE,ARG,Volleyball,0,24,2,24
692,2024,0,2.4,5.366563145999495,10.449844718999245,FALSE,ARG,Volleyball,0,13,1,13
693,1928,0,,0,,FALSE,ARG,Water Polo,0,7,1,7
694,1948,0,0,0,0,FALSE,ARG,Water Polo,0,7,1,7
695,1952,0,0,0,0,FALSE,ARG,Water Polo,0,7,1,7
696,1960,0,0,0,0,FALSE,ARG,Water Polo,0,7,1,7
697,1924,0,,0,,FALSE,ARG,Weightlifting,0,3,2,3
698,1928,0,0,0,0,FALSE,ARG,Weightlifting,0,3,3,3
699,1932,0,0,0,0,FALSE,ARG,Weightlifting,0,1,1,1
700,1948,0,0,0,0,FALSE,ARG,Weightlifting,0,8,5,8
701,1952,1,0.2,0.4472135954999579,0.870820393249937,TRUE,ARG,Weightlifting,0,5,4,5
702,1956,2,0.6,0.8944271909999159,1.9416407864998737,TRUE,ARG,Weightlifting,0,2,2,2
703,1964,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,ARG,Weightlifting,0,2,2,2
704,1968,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,ARG,Weightlifting,0,1,1,1
705,1992,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,ARG,Weightlifting,0,2,1,2
706,1996,0,0.4,0.8944271909999159,1.741640786499874,FALSE,ARG,Weightlifting,0,3,2,3
707,2000,0,0,0,0,FALSE,ARG,Weightlifting,0,2,2,2
708,2004,0,0,0,0,FALSE,ARG,Weightlifting,0,2,2,2
709,2008,0,0,0,0,FALSE,ARG,Weightlifting,0,1,1,1
710,2016,0,0,0,0,FALSE,ARG,Weightlifting,0,1,1,1
711,1928,0,,0,,FALSE,ARG,Wrestling,0,5,5,5
712,1948,0,0,0,0,FALSE,ARG,Wrestling,0,8,8,8
713,1952,0,0,0,0,FALSE,ARG,Wrestling,0,6,7,6
714,1956,0,0,0,0,FALSE,ARG,Wrestling,0,2,4,2
715,1960,0,0,0,0,FALSE,ARG,Wrestling,0,2,4,2
716,1964,0,0,0,0,FALSE,ARG,Wrestling,0,4,8,4
717,1968,0,0,0,0,FALSE,ARG,Wrestling,0,3,6,3
718,1972,0,0,0,0,FALSE,ARG,Wrestling,0,3,6,3
719,1976,0,0,0,0,FALSE,ARG,Wrestling,0,3,6,3
720,1984,0,0,0,0,FALSE,ARG,Wrestling,0,3,6,3
721,1988,0,0,0,0,FALSE,ARG,Wrestling,0,2,4,2
722,1992,0,0,0,0,FALSE,ARG,Wrestling,0,1,1,1
723,1996,0,0,0,0,FALSE,ARG,Wrestling,0,1,1,1
724,2012,0,0,0,0,FALSE,ARG,Wrestling,0,1,1,1
